"initial_block","block_transitioned_to","agegrp","sex","oud","distribution","param1","param2"
"Detox","Methadone","80_84","Female","Nonactive","norm",0,0
"Detox","Methadone","85_99","Male","Active","norm",0,0
"Detox","Methadone","85_99","Male","Nonactive","norm",0,0
"Detox","Methadone","85_99","Female","Active","norm",0,0
"Detox","Methadone","85_99","Female","Nonactive","norm",0,0
"Detox","Post-Detox","10_99","","Active","norm",1,0
"Detox","Post-Detox","10_99","","Nonactive","norm",1,0
"Post-Buprenorphine","No_Treatment","10_14","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","10_14","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","10_14","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","10_14","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","15_19","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","15_19","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","15_19","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","15_19","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","20_24","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","20_24","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","20_24","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","20_24","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","25_29","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","25_29","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","25_29","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","25_29","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","30_34","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","30_34","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","30_34","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","30_34","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","35_39","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","35_39","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","35_39","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","35_39","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","40_44","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","40_44","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","40_44","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","40_44","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","45_49","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","45_49","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","45_49","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","45_49","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","50_54","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","50_54","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","50_54","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","50_54","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","55_59","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","55_59","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","55_59","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","55_59","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","60_64","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","60_64","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","60_64","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","60_64","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","65_69","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","65_69","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","65_69","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","65_69","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","70_74","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","70_74","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","70_74","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","70_74","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","75_79","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","75_79","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","75_79","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","75_79","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","80_84","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","80_84","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","80_84","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","80_84","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","85_99","Male","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","85_99","Male","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","85_99","Female","Active","unif",0.25,0.25
"Post-Buprenorphine","No_Treatment","85_99","Female","Nonactive","unif",0.25,0.25
"Post-Buprenorphine","Buprenorphine","10_14","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","10_14","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","10_14","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","10_14","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","15_19","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","15_19","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","15_19","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","15_19","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","20_24","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","20_24","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","20_24","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","20_24","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","25_29","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","25_29","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","25_29","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","25_29","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","30_34","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","30_34","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","30_34","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","30_34","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","35_39","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","35_39","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","35_39","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","35_39","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","40_44","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","40_44","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","40_44","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","40_44","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","45_49","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","45_49","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","45_49","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","45_49","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","50_54","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","50_54","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","50_54","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","50_54","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","55_59","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","55_59","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","55_59","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","55_59","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","60_64","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","60_64","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","60_64","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","60_64","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","65_69","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","65_69","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","65_69","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","65_69","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","70_74","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","70_74","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","70_74","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","70_74","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","75_79","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","75_79","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","75_79","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","75_79","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","80_84","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","80_84","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","80_84","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","80_84","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","85_99","Male","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","85_99","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Buprenorphine","85_99","Female","Active","norm",0,0
"Post-Buprenorphine","Buprenorphine","85_99","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","10_14","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","10_14","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","10_14","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","10_14","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","15_19","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","15_19","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","15_19","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","15_19","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","20_24","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","20_24","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","20_24","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","20_24","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","25_29","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","25_29","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","25_29","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","25_29","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","30_34","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","30_34","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","30_34","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","30_34","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","35_39","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","35_39","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","35_39","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","35_39","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","40_44","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","40_44","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","40_44","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","40_44","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","45_49","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","45_49","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","45_49","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","45_49","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","50_54","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","50_54","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","50_54","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","50_54","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","55_59","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","55_59","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","55_59","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","55_59","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","60_64","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","60_64","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","60_64","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","60_64","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","65_69","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","65_69","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","65_69","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","65_69","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","70_74","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","70_74","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","70_74","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","70_74","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","75_79","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","75_79","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","75_79","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","75_79","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","80_84","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","80_84","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","80_84","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","80_84","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","85_99","Male","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","85_99","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Naltrexone","85_99","Female","Active","norm",0,0
"Post-Buprenorphine","Naltrexone","85_99","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","10_14","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","10_14","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","10_14","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","10_14","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","15_19","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","15_19","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","15_19","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","15_19","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","20_24","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","20_24","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","20_24","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","20_24","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","25_29","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","25_29","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","25_29","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","25_29","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","30_34","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","30_34","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","30_34","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","30_34","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","35_39","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","35_39","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","35_39","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","35_39","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","40_44","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","40_44","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","40_44","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","40_44","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","45_49","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","45_49","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","45_49","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","45_49","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","50_54","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","50_54","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","50_54","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","50_54","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","55_59","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","55_59","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","55_59","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","55_59","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","60_64","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","60_64","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","60_64","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","60_64","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","65_69","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","65_69","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","65_69","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","65_69","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","70_74","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","70_74","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","70_74","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","70_74","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","75_79","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","75_79","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","75_79","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","75_79","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","80_84","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","80_84","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","80_84","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","80_84","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","85_99","Male","Active","norm",0,0
"Post-Buprenorphine","Methadone","85_99","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Methadone","85_99","Female","Active","norm",0,0
"Post-Buprenorphine","Methadone","85_99","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","10_14","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","10_14","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","10_14","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","10_14","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","15_19","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","15_19","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","15_19","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","15_19","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","20_24","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","20_24","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","20_24","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","20_24","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","25_29","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","25_29","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","25_29","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","25_29","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","30_34","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","30_34","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","30_34","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","30_34","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","35_39","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","35_39","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","35_39","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","35_39","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","40_44","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","40_44","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","40_44","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","40_44","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","45_49","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","45_49","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","45_49","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","45_49","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","50_54","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","50_54","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","50_54","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","50_54","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","55_59","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","55_59","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","55_59","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","55_59","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","60_64","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","60_64","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","60_64","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","60_64","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","65_69","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","65_69","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","65_69","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","65_69","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","70_74","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","70_74","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","70_74","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","70_74","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","75_79","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","75_79","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","75_79","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","75_79","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","80_84","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","80_84","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","80_84","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","80_84","Female","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","85_99","Male","Active","norm",0,0
"Post-Buprenorphine","Detox","85_99","Male","Nonactive","norm",0,0
"Post-Buprenorphine","Detox","85_99","Female","Active","norm",0,0
"Post-Buprenorphine","Detox","85_99","Female","Nonactive","norm",0,0
"Post-Naltrexone","No_Treatment","10_14","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","10_14","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","10_14","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","10_14","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","15_19","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","15_19","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","15_19","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","15_19","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","20_24","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","20_24","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","20_24","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","20_24","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","25_29","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","25_29","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","25_29","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","25_29","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","30_34","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","30_34","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","30_34","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","30_34","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","35_39","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","35_39","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","35_39","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","35_39","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","40_44","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","40_44","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","40_44","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","40_44","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","45_49","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","45_49","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","45_49","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","45_49","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","50_54","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","50_54","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","50_54","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","50_54","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","55_59","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","55_59","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","55_59","Female","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","55_59","Female","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","60_64","Male","Active","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","60_64","Male","Nonactive","unif",0.25,0.25
"Post-Naltrexone","No_Treatment","60_64","Female","Active","unif",0.25,0.25
